CIK;LatestCompanyName;NameChanged;NameVariants;AllNames
0001451809;SITIME Corp;FALSE;1;SITIME Corp
0001451822;GreenTek Corp.;TRUE;2;GreenTek Corp. | PSP Industries, Inc.
0001451929;Avant Diagnostics, Inc;TRUE;3;American Liberty Petroleum Corp. | Avant Diagnostics, Inc | Oreon Rental Corp
0001451951;FriendFinder Networks Inc.;FALSE;1;FriendFinder Networks Inc.
0001451980;BIOCANCELL THERAPEUTICS INC.;FALSE;1;BIOCANCELL THERAPEUTICS INC.
0001452011;Tanke Biosciences Corp;TRUE;2;GREYHOUND COMMISSARY, INC. | Tanke Biosciences Corp
0001452164;Beta Music Group, Inc.;FALSE;1;Beta Music Group, Inc.
0001452168;CNL Growth Properties, Inc.;TRUE;3;CNL Growth Properties, Inc. | CNL Macquarie Global Growth Trust, Inc. | Global Growth Trust, Inc.
0001452176;SurePure, Inc.;TRUE;2;SOEFL INC. | SurePure, Inc.
0001452217;TPC Group Inc.;FALSE;1;TPC Group Inc.
0001452274;REVONERGY INC;FALSE;1;REVONERGY INC
0001452384;SEAHAWK DRILLING, INC.;FALSE;1;SEAHAWK DRILLING, INC.
0001452476;Sebring Software, Inc.;TRUE;2;SUMOTEXT, inc. | Sebring Software, Inc.
0001452477;Seven Hills Realty Trust;FALSE;1;Seven Hills Realty Trust
0001452575;Mead Johnson Nutrition Co;FALSE;1;Mead Johnson Nutrition Co
0001452580;EHOUSE GLOBAL, INC.;TRUE;3;EHOUSE GLOBAL, INC. | EHOUSEGLOBAL, INC. | VETERANS IN PACKAGING, INC.
0001452583;Crownbutte Wind Power, Inc.;FALSE;1;Crownbutte Wind Power, Inc.
0001452751;Nimble Storage Inc;FALSE;1;Nimble Storage Inc
0001452763;Encore Brands, Inc.;FALSE;1;Encore Brands, Inc.
0001452804;PEAK PHARMACEUTICALS, INC.;TRUE;3;FRAC WATER SYSTEMS, INC. | PEAK PHARMACEUTICALS, INC. | SURF A MOVIE SOLUTIONS INC
0001452857;STEEL PARTNERS HOLDINGS L.P.;FALSE;1;STEEL PARTNERS HOLDINGS L.P.
0001452872;ARC Group, Inc.;TRUE;2;AMERICAN RESTAURANT CONCEPTS INC | ARC Group, Inc.
0001452899;Riverview Financial Corp;FALSE;1;Riverview Financial Corp
0001452920;Ecolivegreen Corp;FALSE;1;Ecolivegreen Corp
0001452936;Pacific Oak Strategic Opportunity REIT, Inc.;TRUE;2;KBS Strategic Opportunity REIT, Inc. | Pacific Oak Strategic Opportunity REIT, Inc.
0001452965;MINERVA SURGICAL INC;FALSE;1;MINERVA SURGICAL INC
0001453001;VACCINOGEN INC;FALSE;1;VACCINOGEN INC
0001453086;Rx Technologies Corp.;TRUE;2;Gift Card Digest Corp. | Rx Technologies Corp.
0001453090;Weatherford International Ltd./Switzerland;FALSE;1;Weatherford International Ltd./Switzerland
0001453099;CEREBAIN BIOTECH CORP.;TRUE;2;CEREBAIN BIOTECH CORP. | DISCOUNT DENTAL MATERIALS, INC.
0001453114;Ready Welder Corp;FALSE;1;Ready Welder Corp
0001453122;3DX Industries, Inc.;TRUE;3;3DX Industries, Inc. | Amarok Resources, Inc. | Ukragro Corp
0001453420;Echo Automotive, Inc.;TRUE;2;Canterbury Resources, Inc. | Echo Automotive, Inc.
0001453593;Xtant Medical Holdings, Inc.;TRUE;3;Bacterin International Holdings, Inc. | K KITZ INC | Xtant Medical Holdings, Inc.
0001453625;Here Media Inc.;FALSE;1;Here Media Inc.
0001453684;Avalon Holding Group, Inc.;FALSE;1;Avalon Holding Group, Inc.
0001453687;SELECTA BIOSCIENCES INC;FALSE;1;SELECTA BIOSCIENCES INC
0001453814;Medidata Solutions, Inc.;FALSE;1;Medidata Solutions, Inc.
0001453818;HGR Liquidating Trust;TRUE;2;HGR Liquidating Trust | Hines Global REIT, Inc.
0001453820;PENN MILLERS HOLDING CORP;FALSE;1;PENN MILLERS HOLDING CORP
0001453836;World Omni Auto Receivables Trust 2009-A;FALSE;1;World Omni Auto Receivables Trust 2009-A
0001453859;Pier Acquisition I, Inc.;FALSE;1;Pier Acquisition I, Inc.
0001453883;BULK STORAGE SOFTWARE, INC.;FALSE;1;BULK STORAGE SOFTWARE, INC.
0001454007;Casablanca Mining Ltd.;TRUE;2;Casablanca Mining Ltd. | USD ENERGY CORP.
0001454010;Gepco, Ltd.;TRUE;3;Gepco, Ltd. | KENSINGTON LEASING, LTD. | Wikifamilies, Inc.
0001454124;5BARz International, Inc.;TRUE;3;5BARz International, Inc. | 5Barz International, Inc. | BIO-STUFF
0001454189;Auspex Pharmaceuticals, Inc.;FALSE;1;Auspex Pharmaceuticals, Inc.
0001454298;Gunpowder Gold Corp;FALSE;1;Gunpowder Gold Corp
0001454311;One2one Living Corp;TRUE;2;Jinmimi Network Inc | One2one Living Corp
0001454384;DYNAMIC VENTURES CORP.;FALSE;1;DYNAMIC VENTURES CORP.
0001454389;STONEGATE MORTGAGE CORP;FALSE;1;STONEGATE MORTGAGE CORP
0001454504;Global Resource Energy Inc.;TRUE;2;Aura Bio Corp. | Global Resource Energy Inc.
0001454510;LNPR GROUP INC.;TRUE;4;HIGH DESERT ASSETS, INC. | LNPR GROUP INC. | NEW ASIA ENERGY INC. | Univest Tech Inc.
0001454712;Tiga Energy Services Inc.;TRUE;2;OPTION PLACEMENT, INC. | Tiga Energy Services Inc.
0001454719;Convenience TV Inc.;TRUE;2;Convenience TV Inc. | Costa Rica Paradise Inc.
0001454725;First Power & Light, Inc.;TRUE;2;First Power & Light, Inc. | Mainstream Entertainment, Inc.
0001454742;GOOD GAMING, INC.;TRUE;3;GMV Wireless, Inc. | GOOD GAMING, INC. | HDS INTERNATIONAL CORP.
0001454789;Astria Therapeutics, Inc.;TRUE;2;Astria Therapeutics, Inc. | CATABASIS PHARMACEUTICALS INC
0001454926;SLC Student Loan Trust 2009-1;FALSE;1;SLC Student Loan Trust 2009-1
0001454938;Outbrain Inc.;FALSE;1;Outbrain Inc.
0001455206;RVUE HOLDINGS, INC.;TRUE;2;RVUE HOLDINGS, INC. | Rivulet International, Inc.
0001455271;Griffin-American Healthcare REIT II, Inc.;TRUE;2;Griffin-American Healthcare REIT II, Inc. | Grubb & Ellis Healthcare REIT II, Inc.
0001455365;COGNITION THERAPEUTICS INC;FALSE;1;COGNITION THERAPEUTICS INC
0001455380;BIOSTEM U.S. CORP;TRUE;2;BIOSTEM U.S. CORP | Equinox International, Inc.
0001455650;N1 Liquidating Trust;TRUE;2;N1 Liquidating Trust | NorthStar Real Estate Income Trust, Inc.
0001455684;TPI COMPOSITES, INC;FALSE;1;TPI COMPOSITES, INC
0001455694;SignPath Pharma, Inc.;FALSE;1;SignPath Pharma, Inc.
0001455741;RIDGEWOOD ENERGY X FUND, LLC;FALSE;1;RIDGEWOOD ENERGY X FUND, LLC
0001455768;Renewable Fuel Corp;FALSE;1;Renewable Fuel Corp
0001455819;Vape Holdings, Inc.;TRUE;2;PEOPLESTRING CORP | Vape Holdings, Inc.
0001455863;AMERICOLD REALTY TRUST;FALSE;1;AMERICOLD REALTY TRUST
0001455926;IRONCLAD ENCRYPTION Corp;TRUE;2;Butte Highlands Mining Company, Inc. | IRONCLAD ENCRYPTION Corp
0001455982;RIDER EXPLORATION INC;FALSE;1;RIDER EXPLORATION INC
0001456016;Griffin Capital Essential Asset REIT, Inc.;TRUE;3;GC NET LEASE REIT, INC. | Griffin Capital Essential Asset REIT, Inc. | Griffin Capital Net Lease REIT, Inc.
0001456090;Game Plan Holdings, Inc.;FALSE;1;Game Plan Holdings, Inc.
0001456137;WONDER INTERNATIONAL EDUCATION & INVESTMENT GROUP Corp;FALSE;1;WONDER INTERNATIONAL EDUCATION & INVESTMENT GROUP Corp
0001456189;Leatt Corp;FALSE;1;Leatt Corp
0001456212;BlackRidge Technology International, Inc.;TRUE;2;BlackRidge Technology International, Inc. | GROTE MOLEN INC
0001456453;WellTek Inc;FALSE;1;WellTek Inc
0001456455;PFO Global, Inc.;TRUE;2;Energy Telecom, Inc. | PFO Global, Inc.
0001456480;Banc of America Funding 2009-R1 Trust;FALSE;1;Banc of America Funding 2009-R1 Trust
0001456772;OFFICE PROPERTIES INCOME TRUST;TRUE;3;GOVERNMENT PROPERTIES INCOME TRUST | Government Properties Income Trust | OFFICE PROPERTIES INCOME TRUST
0001456802;Century Cobalt Corp.;TRUE;3;Century Cobalt Corp. | First American Silver Corp. | Mayetok Inc.
0001456857;MJ Holdings, Inc.;TRUE;2;MJ Holdings, Inc. | Securitas EDGAR Filings, Inc.
0001456926;US SOLARTECH INC;FALSE;1;US SOLARTECH INC
0001456993;STRAGENICS, INC.;TRUE;4;ALLERAYDE SAB, INC. | Mobieyes Software, Inc. | RESOURCE EXCHANGE OF AMERICA CORP. | STRAGENICS, INC.
0001457435;Zentric, Inc.;FALSE;1;Zentric, Inc.
0001457543;CAREFUSION Corp;TRUE;2;CAREFUSION Corp | CareFusion Corp
0001457612;GENOCEA BIOSCIENCES, INC.;FALSE;1;GENOCEA BIOSCIENCES, INC.
0001457737;iHeartMedia Capital I, LLC;TRUE;2;Clear Channel Capital I, LLC | iHeartMedia Capital I, LLC
0001457919;RIDGEWOOD ENERGY A-1 FUND LLC;FALSE;1;RIDGEWOOD ENERGY A-1 FUND LLC
0001458023;Flowerkist Skin Care & Cosmetics, Inc.;TRUE;3;3D MAKERJET, INC. | AMERICAN BUSINESS CHANGE AGENTS, INC. | Flowerkist Skin Care & Cosmetics, Inc.
0001458191;REM BUSINESS SOLUTIONS, INC.;FALSE;1;REM BUSINESS SOLUTIONS, INC.
0001458412;CROSSFIRST BANKSHARES, INC.;FALSE;1;CROSSFIRST BANKSHARES, INC.
0001458555;Banc of America Funding 2009-R3 Trust;FALSE;1;Banc of America Funding 2009-R3 Trust
0001458581;ZENOSENSE, INC.;TRUE;2;Braeden Valley Mines Inc. | ZENOSENSE, INC.
0001458704;Plantation Corp.;TRUE;2;Plantation Corp. | Plantation Lifecare Developers, Inc
0001458725;Eco Energy Pumps, Inc.;FALSE;1;Eco Energy Pumps, Inc.
0001458868;HYPERERA INC;FALSE;1;HYPERERA INC
0001458891;Noble Corp;TRUE;3;Noble Corp | Noble Corp / Switzerland | Noble Corp plc
0001458895;WLMG HOLDING INC;FALSE;1;WLMG HOLDING INC
0001458927;Ford Credit Auto Owner Trust 2009-A;FALSE;1;Ford Credit Auto Owner Trust 2009-A
0001458962;MINDBODY, Inc.;FALSE;1;MINDBODY, Inc.
0001459001;CNH Equipment Trust 2009-A;FALSE;1;CNH Equipment Trust 2009-A
0001459003;EVCARCO, INC.;FALSE;1;EVCARCO, INC.
0001459188;FUEL DOCTOR HOLDINGS, INC.;TRUE;2;FUEL DOCTOR HOLDINGS, INC. | Silverhill Management Services Inc
0001459200;Alarm.com Holdings, Inc.;FALSE;1;Alarm.com Holdings, Inc.
0001459241;Global Income Trust, Inc.;TRUE;2;Global Income Trust, Inc. | Macquarie CNL Global Income Trust, Inc.
0001459266;ZS Pharma, Inc.;FALSE;1;ZS Pharma, Inc.
0001459287;SATUSA Corp;TRUE;2;Essense Water, Inc. | SATUSA Corp
0001459417;2U, Inc.;FALSE;1;2U, Inc.
0001459450;Myrexis, Inc.;FALSE;1;Myrexis, Inc.
0001459482;Chineseinvestors.com, Inc.;FALSE;1;Chineseinvestors.com, Inc.
0001459697;Liberty Gold Corp.;FALSE;1;Liberty Gold Corp.
0001459764;Topaz Resources, Inc.;TRUE;2;Kids Germ Defense Corp. | Topaz Resources, Inc.
0001459830;SLM Student Loan Trust 2009-1;FALSE;1;SLM Student Loan Trust 2009-1
0001459831;SLM Student Loan Trust 2009-2;FALSE;1;SLM Student Loan Trust 2009-2
0001459839;SI-BONE, Inc.;FALSE;1;SI-BONE, Inc.
0001459862;abrdn Palladium ETF Trust;TRUE;3;Aberdeen Standard Palladium ETF Trust | ETFS PALLADIUM TRUST | abrdn Palladium ETF Trust
0001460198;Kips Bay Medical, Inc.;FALSE;1;Kips Bay Medical, Inc.
0001460235;abrdn Platinum ETF Trust;TRUE;3;Aberdeen Standard Platinum ETF Trust | ETFS Platinum Trust | abrdn Platinum ETF Trust
0001460290;Alaska Pacific Energy Corp;FALSE;1;Alaska Pacific Energy Corp
0001460329;Fluent, Inc.;TRUE;5;Cogint, Inc. | Fluent, Inc. | IDI, Inc. | Searchmedia Holdings Ltd | Tiger Media, Inc.
0001460574;CNH Equipment Trust 2009-B;FALSE;1;CNH Equipment Trust 2009-B
0001460602;Orgenesis Inc.;TRUE;2;Business Outsourcing Service, Inc. | Orgenesis Inc.
0001460702;Qualigen Therapeutics, Inc.;TRUE;2;Qualigen Therapeutics, Inc. | RITTER PHARMACEUTICALS INC
0001460801;Tri-Tech Holding, Inc.;FALSE;1;Tri-Tech Holding, Inc.
0001460833;CarMax Auto Owner Trust 2009-1;FALSE;1;CarMax Auto Owner Trust 2009-1
0001461119;CRH Medical Corp;FALSE;1;CRH Medical Corp
0001461219;GRAHAM ALTERNATIVE INVESTMENT FUND I LLC;FALSE;1;GRAHAM ALTERNATIVE INVESTMENT FUND I LLC
0001461237;GRAHAM ALTERNATIVE INVESTMENT FUND II LLC;FALSE;1;GRAHAM ALTERNATIVE INVESTMENT FUND II LLC
0001461640;HomeTown Bankshares Corp;FALSE;1;HomeTown Bankshares Corp
0001461755;Atlantic Capital Bancshares, Inc.;FALSE;1;Atlantic Capital Bancshares, Inc.
0001461799;USAA Auto Owner Trust 2009-1;FALSE;1;USAA Auto Owner Trust 2009-1
0001461901;Brooklin Systems, Inc.;FALSE;1;Brooklin Systems, Inc.
0001461912;Kona Coast Systems, Inc.;FALSE;1;Kona Coast Systems, Inc.
0001461993;MELINTA THERAPEUTICS, INC. /NEW/;TRUE;2;CEMPRA, INC. | MELINTA THERAPEUTICS, INC. /NEW/
0001462013;Gold Hill Resources, Inc.;TRUE;2;Gold Hill Resources, Inc. | Green Star Alternative Energy Inc.
0001462047;PRIME GLOBAL CAPITAL GROUP Inc;TRUE;2;HOME TOUCH HOLDING Co | PRIME GLOBAL CAPITAL GROUP Inc
0001462056;Backblaze, Inc.;FALSE;1;Backblaze, Inc.
0001462103;MEWBOURNE ENERGY PARTNERS 09-A, L.P.;FALSE;1;MEWBOURNE ENERGY PARTNERS 09-A, L.P.
0001462109;China PharmaHub Corp.;TRUE;2;China PharmaHub Corp. | World Wide Relics Inc.
0001462120;Live Oak Bancshares, Inc.;FALSE;1;Live Oak Bancshares, Inc.
0001462223;Recruiter.com Group, Inc.;TRUE;4;Recruiter.com Group, Inc. | SA Recovery Corp. | TRULI TECHNOLOGIES, INC. | Truli Media Group, Inc.
0001462360;Hartman & Associates, Inc.;FALSE;1;Hartman & Associates, Inc.
0001462418;ALTISOURCE PORTFOLIO SOLUTIONS S.A.;TRUE;2;ALTISOURCE PORTFOLIO SOLUTIONS S.A. | Altisource Portfolio Solutions S.A.
0001462441;CapitalSouth Partners SBIC Fund III, L.P.;FALSE;1;CapitalSouth Partners SBIC Fund III, L.P.
0001462506;SunGame Corp;FALSE;1;SunGame Corp
0001462566;Biolog, Inc;FALSE;1;Biolog, Inc
0001462567;RICI Linked - PAM Advisors Fund, LLC;FALSE;1;RICI Linked - PAM Advisors Fund, LLC
0001462633;Jive Software, Inc.;FALSE;1;Jive Software, Inc.
0001462694;ConnectOne Bancorp, Inc.;FALSE;1;ConnectOne Bancorp, Inc.
0001462777;Volkswagen Auto Lease Trust 2009-A;FALSE;1;Volkswagen Auto Lease Trust 2009-A
0001463101;Enphase Energy, Inc.;FALSE;1;Enphase Energy, Inc.
0001463161;Honda Auto Receivables 2009-2 Owner Trust;FALSE;1;Honda Auto Receivables 2009-2 Owner Trust
0001463172;Zendesk, Inc.;FALSE;1;Zendesk, Inc.
0001463176;ASIA SELECT ACQUISITION III CORP;FALSE;1;ASIA SELECT ACQUISITION III CORP
0001463191;PIMI AGRO CLEANTECH, INC.;FALSE;1;PIMI AGRO CLEANTECH, INC.
0001463208;Transportation & Logistics Systems, Inc.;TRUE;3;LORAN CONNECTION CORP | PETROTERRA CORP. | Transportation & Logistics Systems, Inc.
0001463258;Renewable Energy Group, Inc.;FALSE;1;Renewable Energy Group, Inc.
0001463361;Unity Biotechnology, Inc.;FALSE;1;Unity Biotechnology, Inc.
0001463389;ATEL 14, LLC;FALSE;1;ATEL 14, LLC
0001463563;Harley-Davidson Motorcycle Trust 2009-1;FALSE;1;Harley-Davidson Motorcycle Trust 2009-1
0001463729;Receptos, Inc.;FALSE;1;Receptos, Inc.
0001463792;Gold Torrent, Inc.;TRUE;2;Celldonate Inc. | Gold Torrent, Inc.
0001463833;IDW MEDIA HOLDINGS, INC.;TRUE;2;CTM MEDIA HOLDINGS, INC. | IDW MEDIA HOLDINGS, INC.
0001463913;US Alliance Corp;FALSE;1;US Alliance Corp
0001463959;DS HEALTHCARE GROUP, INC.;TRUE;2;DS HEALTHCARE GROUP, INC. | Divine Skin Inc.
0001463961;Ciralight Global, Inc.;FALSE;1;Ciralight Global, Inc.
0001463972;Vuzix Corp;FALSE;1;Vuzix Corp
0001464165;Pivot Pharmaceuticals Inc.;TRUE;2;Neurokine Pharmaceuticals Inc. | Pivot Pharmaceuticals Inc.
0001464300;ALL MARKETING SOLUTIONS, INC.;TRUE;2;ALL MARKETING SOLUTIONS, INC. | Patents Professional, Inc.
0001464305;China Executive Education Corp;FALSE;1;China Executive Education Corp
0001464343;Atlanticus Holdings Corp;TRUE;2;Atlanticus Holdings Corp | CompuCredit Holdings Corp
0001464423;PennyMac Mortgage Investment Trust;FALSE;1;PennyMac Mortgage Investment Trust
0001464434;Nissan Auto Lease Trust 2009-A;FALSE;1;Nissan Auto Lease Trust 2009-A
0001464720;DC Industrial Liquidating Trust;TRUE;2;DC Industrial Liquidating Trust | Industrial Income Trust Inc.
0001464766;Epcylon Technologies, Inc.;TRUE;3;Epcylon Technologies, Inc. | Loto Inc. | Mobile Integrated Systems, Inc.
0001464790;B. Riley Financial, Inc.;TRUE;2;B. Riley Financial, Inc. | Great American Group, Inc.
0001464830;Silver Falcon Mining, Inc.;FALSE;1;Silver Falcon Mining, Inc.
0001464865;Accredited Solutions, Inc.;TRUE;4;Accredited Solutions, Inc. | Good Hemp, Inc. | Keyser Resources, Inc. | Lone Star Gold, Inc.
0001464866;BMW Vehicle Lease Trust 2009-1;FALSE;1;BMW Vehicle Lease Trust 2009-1
0001464963;First Eagle Alternative Capital BDC, Inc.;TRUE;2;First Eagle Alternative Capital BDC, Inc. | THL Credit, Inc.
0001464990;John Deere Owner Trust 2009;FALSE;1;John Deere Owner Trust 2009
0001465062;VIASPACE Green Energy Inc.;FALSE;1;VIASPACE Green Energy Inc.
0001465112;DIRECTV;FALSE;1;DIRECTV
0001465128;STARWOOD PROPERTY TRUST, INC.;FALSE;1;STARWOOD PROPERTY TRUST, INC.
0001465130;Arcis Resources Corp;TRUE;2;Arcis Resources Corp | Mountain Renewables, Inc.
0001465148;Ford Credit Auto Owner Trust 2009-B;FALSE;1;Ford Credit Auto Owner Trust 2009-B
0001465264;HD SUPPLY, INC.;FALSE;1;HD SUPPLY, INC.
0001465470;NaturalShrimp Inc;TRUE;2;MultiPlayer Online Dragon, Inc. | NaturalShrimp Inc
0001465509;XcelMobility Inc.;TRUE;2;Advanced Messaging Solutions Inc. | XcelMobility Inc.
0001465740;TWO HARBORS INVESTMENT CORP.;TRUE;2;TWO HARBORS INVESTMENT CORP. | Two Harbors Investment Corp.
0001465856;mBeach Software, Inc.;FALSE;1;mBeach Software, Inc.
0001465872;VANTAGE DRILLING INTERNATIONAL;FALSE;1;VANTAGE DRILLING INTERNATIONAL
0001465885;Western Asset Mortgage Capital Corp;FALSE;1;Western Asset Mortgage Capital Corp
0001465969;Cullman Bancorp, Inc.;FALSE;1;Cullman Bancorp, Inc.
0001466026;Midland States Bancorp, Inc.;FALSE;1;Midland States Bancorp, Inc.
0001466056;Bhakti Capital Corp.;FALSE;1;Bhakti Capital Corp.
0001466057;Darshan Equity Investment, Inc.;FALSE;1;Darshan Equity Investment, Inc.
0001466085;INDEPENDENCE REALTY TRUST, INC.;TRUE;2;INDEPENDENCE REALTY TRUST, INC | INDEPENDENCE REALTY TRUST, INC.
0001466225;Resource Real Estate Opportunity REIT, Inc.;FALSE;1;Resource Real Estate Opportunity REIT, Inc.
0001466258;Trane Technologies plc;TRUE;2;Ingersoll-Rand plc | Trane Technologies plc
0001466292;Cordia Bancorp Inc;FALSE;1;Cordia Bancorp Inc
0001466301;Clovis Oncology, Inc.;FALSE;1;Clovis Oncology, Inc.
0001466538;COWEN INC.;TRUE;2;COWEN GROUP, INC. | COWEN INC.
0001466593;Otter Tail Corp;FALSE;1;Otter Tail Corp
0001466629;Vacation Home Swap, Inc.;TRUE;2;Vacation Home Swap | Vacation Home Swap, Inc.
0001466739;Next Galaxy Corp.;TRUE;3;Next Galaxy Corp. | Wiless Controls Inc. | iMetrik M2M Solutions Inc.
0001466815;CAMBIUM LEARNING GROUP, INC.;FALSE;1;CAMBIUM LEARNING GROUP, INC.
0001466827;AVICENNA GLOBAL CORP.;FALSE;1;AVICENNA GLOBAL CORP.
0001467027;CreXus Investment Corp.;FALSE;1;CreXus Investment Corp.
0001467076;Colony Capital, Inc.;TRUE;2;Colony Capital, Inc. | Colony Financial, Inc.
0001467154;Novan, Inc.;FALSE;1;Novan, Inc.
0001467233;Global Cooling Technologies Corp.;FALSE;1;Global Cooling Technologies Corp.
0001467373;Accenture plc;FALSE;1;Accenture plc
0001467377;CORE HEALTH CARE NETWORK, INC.;TRUE;2;CORE HEALTH CARE NETWORK, INC. | Mickland, Inc.
0001467434;Petron Energy II, Inc.;TRUE;2;Petron Energy II, Inc. | Restaurant Concepts of America Inc.
0001467446;AmeriCredit Automobile Receivables Trust 2009-1;FALSE;1;AmeriCredit Automobile Receivables Trust 2009-1
0001467450;Honda Auto Receivables 2009-3 Owner Trust;FALSE;1;Honda Auto Receivables 2009-3 Owner Trust
0001467465;Chrysler Financial Auto Securitization Trust 2009-A;FALSE;1;Chrysler Financial Auto Securitization Trust 2009-A
0001467560;Quantum Assets, Inc.;FALSE;1;Quantum Assets, Inc.
0001467623;DROPBOX, INC.;FALSE;1;DROPBOX, INC.
0001467649;Harley-Davidson Motorcycle Trust 2009-2;FALSE;1;Harley-Davidson Motorcycle Trust 2009-2
0001467652;Neos Therapeutics, Inc.;FALSE;1;Neos Therapeutics, Inc.
0001467700;Ford Credit Auto Owner Trust 2009-C;FALSE;1;Ford Credit Auto Owner Trust 2009-C
0001467746;Deyu Agriculture Corp.;FALSE;1;Deyu Agriculture Corp.
0001467760;Apollo Commercial Real Estate Finance, Inc.;FALSE;1;Apollo Commercial Real Estate Finance, Inc.
0001467761;MINIM, INC.;TRUE;2;MINIM, INC. | Zoom Telephonics, Inc.
0001467845;Kashin, Inc.;TRUE;3;Kashin, Inc. | ONE CLEAN PLANET, INC. | SINGULAR CHEF, INC.
0001467853;SLC Student Loan Trust 2009-2;FALSE;1;SLC Student Loan Trust 2009-2
0001467858;General Motors Co;FALSE;1;General Motors Co
0001467913;808 RENEWABLE ENERGY CORP;FALSE;1;808 RENEWABLE ENERGY CORP
0001467974;Wendy's Restaurants, LLC;TRUE;2;Wendy's Restaurants, LLC | Wendy's/Arby's Restaurants, LLC
0001468010;Steadfast Income REIT, Inc.;FALSE;1;Steadfast Income REIT, Inc.
0001468122;Global Smoothie Supply, Inc.;FALSE;1;Global Smoothie Supply, Inc.
0001468164;Profit Planners Management, Inc.;FALSE;1;Profit Planners Management, Inc.
0001468174;Hyatt Hotels Corp;FALSE;1;Hyatt Hotels Corp
0001468276;Wecosign, Inc.;FALSE;1;Wecosign, Inc.
0001468327;Rent the Runway, Inc.;FALSE;1;Rent the Runway, Inc.
0001468328;Addus HomeCare Corp;FALSE;1;Addus HomeCare Corp
0001468492;Heart Test Laboratories, Inc.;FALSE;1;Heart Test Laboratories, Inc.
0001468500;USA REAL ESTATE HOLDING Co;FALSE;1;USA REAL ESTATE HOLDING Co
0001468516;AOL Inc.;FALSE;1;AOL Inc.
0001468639;Vicapsys Life Sciences, Inc.;TRUE;2;SSGI, INC. | Vicapsys Life Sciences, Inc.
0001468666;SecureWorks Corp;FALSE;1;SecureWorks Corp
0001468679;AMERICAN CRYOSTEM Corp;TRUE;2;AMERICAN CRYOSTEM Corp | R & A Productions, Inc.
0001468748;Kodiak Sciences Inc.;FALSE;1;Kodiak Sciences Inc.
0001468780;POWIN ENERGY CORP;TRUE;2;POWIN CORP | POWIN ENERGY CORP
0001468910;Millburn Multi-Markets Fund L.P.;FALSE;1;Millburn Multi-Markets Fund L.P.
0001468924;SAND HILLS, INC;FALSE;1;SAND HILLS, INC
0001468929;NEXGEL, INC.;FALSE;1;NEXGEL, INC.
0001468978;SOUTHERN ITS INTERNATIONAL, INC.;FALSE;1;SOUTHERN ITS INTERNATIONAL, INC.
0001469038;X Metaverse Inc.;TRUE;5;AFF Holding Group Inc. | Domain Extremes Inc. | Mi1 Global TelCo, Inc. | Mi1 Global Telco., Inc. | X Metaverse Inc.
0001469114;Stone Harbor Investments, Inc.;FALSE;1;Stone Harbor Investments, Inc.
0001469115;Ridgedale Holdings Inc.;TRUE;3;Gulf Shores Investments, Inc. | Ridgedale Holdings Inc. | UAN Power Corp
0001469134;First Community Financial Partners, Inc.;FALSE;1;First Community Financial Partners, Inc.
0001469207;Smartag International, Inc.;FALSE;1;Smartag International, Inc.
0001469284;Champion Pain Care Corp;TRUE;2;Champion Pain Care Corp | OICCO ACQUISITION I, INC.
0001469317;Altegris QIM Futures Fund, L.P.;TRUE;2;APM - QIM Futures Fund, L.P. | Altegris QIM Futures Fund, L.P.
0001469367;Sunrun Inc.;FALSE;1;Sunrun Inc.
0001469372;MSG NETWORKS INC.;TRUE;3;MSG NETWORKS INC. | Madison Square Garden Co | Madison Square Garden, Inc.
0001469383;AOTS 30, Inc.;TRUE;2;AOTS 30, Inc. | WRASP 30 INC
0001469384;WRASP 31 INC;FALSE;1;WRASP 31 INC
0001469385;WRASP 32 INC;FALSE;1;WRASP 32 INC
0001469412;Mobilized Entertainment, Inc.;FALSE;1;Mobilized Entertainment, Inc.
0001469433;Ancestry.com Inc.;FALSE;1;Ancestry.com Inc.
0001469443;Arcadia Biosciences, Inc.;FALSE;1;Arcadia Biosciences, Inc.
0001469488;ASIA SELECT ACQUISITION II CORP.;FALSE;1;ASIA SELECT ACQUISITION II CORP.
0001469510;Resolute Energy Corp;FALSE;1;Resolute Energy Corp
0001469559;PROTEONOMIX, INC.;FALSE;1;PROTEONOMIX, INC.
0001469606;Andatee China Marine Fuel Services Corp;FALSE;1;Andatee China Marine Fuel Services Corp
0001469628;Hygea Holdings Corp.;FALSE;1;Hygea Holdings Corp.
0001469741;Mint Capital, Inc;FALSE;1;Mint Capital, Inc
0001469822;KBS Legacy Partners Apartment REIT, Inc.;FALSE;1;KBS Legacy Partners Apartment REIT, Inc.
0001470022;RESOLUTE ONCOLOGY INC;FALSE;1;RESOLUTE ONCOLOGY INC
0001470099;MOBILEIRON, INC.;FALSE;1;MOBILEIRON, INC.
0001470129;China Bilingual Technology & Education Group Inc.;FALSE;1;China Bilingual Technology & Education Group Inc.
0001470177;Axiologix Education Corp;FALSE;1;Axiologix Education Corp
0001470205;County Bancorp, Inc.;FALSE;1;County Bancorp, Inc.
0001470215;Towers Watson & Co.;FALSE;1;Towers Watson & Co.
0001470336;PB Capital International, Inc;FALSE;1;PB Capital International, Inc
0001470431;Hyundai Auto Receivables Trust 2009-A;FALSE;1;Hyundai Auto Receivables Trust 2009-A
0001470512;Cell-nique Corp;FALSE;1;Cell-nique Corp
