Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
PTC INC.,0000857005,PTC,,10-K,2021-11-22,edgar/data/857005/0001564590-21-057806.txt
"China Green Agriculture, Inc.",0000857949,ENFY,,10-K,2021-10-13,edgar/data/857949/0001213900-21-052639.txt
HAYNES INTERNATIONAL INC,0000858655,,,10-K,2021-11-18,edgar/data/858655/0001558370-21-016206.txt
HOLOGIC INC,0000859737,HOLX,,10-K,2021-11-16,edgar/data/859737/0000859737-21-000023.txt
VERU INC.,0000863894,VERU,,10-K,2021-12-02,edgar/data/863894/0000863894-21-000013.txt
ESCO TECHNOLOGIES INC,0000866706,ESE,,10-K,2021-11-29,edgar/data/866706/0001410578-21-000447.txt
AUTOZONE INC,0000866787,AZO,,10-K,2021-10-25,edgar/data/866787/0001558370-21-013446.txt
AECOM,0000868857,ACM,,10-K,2021-11-17,edgar/data/868857/0001104659-21-140569.txt
ADDVANTAGE TECHNOLOGIES GROUP INC,0000874292,,,10-K,2021-12-27,edgar/data/874292/0001628280-21-025600.txt
NORTHERN TECHNOLOGIES INTERNATIONAL CORP,0000875582,NTIC,,10-K,2021-11-19,edgar/data/875582/0001171843-21-008091.txt
EZCORP INC,0000876523,EZPW,,10-K,2021-11-17,edgar/data/876523/0000876523-21-000068.txt
SCIENTIFIC INDUSTRIES INC,0000087802,SCND,,10-K,2021-10-14,edgar/data/87802/0001654954-21-011097.txt
"ARROWHEAD PHARMACEUTICALS, INC.",0000879407,ARWR,,10-K,2021-11-22,edgar/data/879407/0001564590-21-057888.txt
HORTON D R INC /DE/,0000882184,DHI,,10-K,2021-11-18,edgar/data/882184/0000882184-21-000190.txt
SYNOPSYS INC,0000883241,SNPS,,10-K,2021-12-13,edgar/data/883241/0000883241-21-000022.txt
UGI CORP /PA/,0000884614,UGI,,10-K,2021-11-19,edgar/data/884614/0000884614-21-000065.txt
JEWETT CAMERON TRADING CO LTD,0000885307,JCTC,,10-K,2021-11-29,edgar/data/885307/0001052918-21-000395.txt
FUELCELL ENERGY INC,0000886128,FCELB,,10-K,2021-12-29,edgar/data/886128/0001558370-21-017054.txt
FRANKLIN COVEY CO,0000886206,FC,,10-K,2021-11-12,edgar/data/886206/0000886206-21-000040.txt
CENTRAL GARDEN & PET CO,0000887733,CENTA,,10-K,2021-11-23,edgar/data/887733/0000887733-21-000016.txt
SANMINA CORP,0000897723,SANM,,10-K,2021-11-12,edgar/data/897723/0000897723-21-000028.txt
JABIL INC,0000898293,JBL,,10-K,2021-10-22,edgar/data/898293/0001193125-21-305429.txt
SIFCO INDUSTRIES INC,0000090168,SIF,,10-K,2021-12-10,edgar/data/90168/0000090168-21-000041.txt
META FINANCIAL GROUP INC,0000907471,CASH,,10-K,2021-11-23,edgar/data/907471/0000907471-21-000142.txt
COSTCO WHOLESALE CORP /NEW,0000909832,COST,,10-K,2021-10-06,edgar/data/909832/0000909832-21-000014.txt
"SCHNITZER STEEL INDUSTRIES, INC.",0000912603,,,10-K,2021-10-21,edgar/data/912603/0001564590-21-051404.txt
StoneX Group Inc.,0000913760,SNEX,,10-K,2021-11-29,edgar/data/913760/0000913760-21-000189.txt
"Steel Connect, Inc.",0000914712,,,10-K,2021-10-29,edgar/data/914712/0001628280-21-020879.txt
BEAZER HOMES USA INC,0000915840,BZH,,10-K,2021-11-10,edgar/data/915840/0000915840-21-000055.txt
"Sugarmade, Inc.",0000919175,,,10-K,2021-10-13,edgar/data/919175/0001493152-21-025284.txt
FERRELLGAS PARTNERS L P,0000922358,FGPRB,,10-K,2021-10-15,edgar/data/922358/0001558370-21-013178.txt
FERRELLGAS L P,0000922359,,,10-K,2021-10-15,edgar/data/922359/0001558370-21-013178.txt
FERRELLGAS FINANCE CORP,0000922360,,,10-K,2021-10-15,edgar/data/922360/0001558370-21-013178.txt
GREENBRIER COMPANIES INC,0000923120,GBX,,10-K,2021-10-26,edgar/data/923120/0001564590-21-052050.txt
Genasys Inc.,0000924383,GNSS,,10-K,2021-11-23,edgar/data/924383/0001437749-21-027262.txt
SURMODICS INC,0000924717,,,10-K,2021-11-24,edgar/data/924717/0001564590-21-058206.txt
China Botanic Pharmaceutical,0000926844,FBDS,,10-K,2021-11-23,edgar/data/926844/0001829126-21-014756.txt
China Botanic Pharmaceutical,0000926844,FBDS,,10-K,2021-12-16,edgar/data/926844/0001829126-21-016607.txt
AMCON DISTRIBUTING CO,0000928465,DIT,,10-K,2021-11-08,edgar/data/928465/0001558370-21-015031.txt
GLOBAL TECHNOLOGIES LTD,0000932021,GTLL,,10-K,2021-10-13,edgar/data/932021/0001493152-21-025316.txt
"Brooks Automation, Inc.",0000933974,AZTA,,10-K,2021-11-24,edgar/data/933974/0001558370-21-016314.txt
"RCI HOSPITALITY HOLDINGS, INC.",0000935419,RICK,,10-K,2021-12-14,edgar/data/935419/0001493152-21-031404.txt
CIENA CORP,0000936395,CIEN,,10-K,2021-12-17,edgar/data/936395/0000936395-21-000054.txt
WASHINGTON FEDERAL INC,0000936528,WAFDP,,10-K,2021-11-19,edgar/data/936528/0000936528-21-000122.txt
TECHNICAL COMMUNICATIONS CORP,0000096699,,,10-K,2021-12-22,edgar/data/96699/0001171843-21-008672.txt
