cik;name;ticker;found
0001145238;INSIGHT HEALTH SERVICES HOLDINGS CORP;;False
0001145255;HENNESSY ADVISORS INC;HNNAZ;True
0001145328;"GeNOsys, Inc.";;False
0001145404;CORNERSTONE THERAPEUTICS INC;;True
0001145460;ALERE INC.;;True
0001145547;GREER BANCSHARES INC;;False
0001145604;"NIKA PHARMACEUTICALS, INC";NIKA;False
0001145761;"U.S. China Mining Group, Inc.";;False
0001145765;GLOBAL MACRO TRUST;;False
0001145906;HEREUARE INC;;False
0001145986;ASPEN AEROGELS INC;ASPN;True
0001156039;"Elevance Health, Inc.";ELV;True
0001156041;HOUSTON AMERICAN ENERGY CORP;AGIG;True
0001156174;LAKE AREA CORN PROCESSORS LLC;;False
0001156293;"International Aerospace Enterprises, Inc.";;False
0001156295;SERACARE LIFE SCIENCES INC;;True
0001156337;INTERNATIONAL CARD ESTABLISHMENT INC;;False
0001156375;CME GROUP INC.;CME;True
0001156388;BIG 5 SPORTING GOODS Corp;;True
0001156445;WNC HOUSING TAX CREDIT FUND VI LP SERIES 9;;False
0001156784;"CarbonMeta Technologies, Inc.";;False
0001156815;WNC HOUSING TAX CREDIT FUND VI LP SERIES 10;;False
0001156871;INTELSAT S.A.;;False
0001156884;AMERICAN FIRST FINANCIAL INC;;False
0001157004;"GeoBio Energy, Inc.";;False
0001157075;"PharmaCyte Biotech, Inc.";PMCB;True
0001157377;ADVISORY BOARD CO;;True
0001157408;"Stride, Inc.";LRN;True
0001157443;"nCoat, Inc.";;False
0001157516;ATLAS AMERICA PUBLIC #10 LTD.;;False
0001157522;ICON INCOME FUND NINE LLC;;False
0001157601;"MADRIGAL PHARMACEUTICALS, INC.";MDGL;True
0001157602;"Vitae Pharmaceuticals, Inc";;True
0001157646;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES LMG-1;;False
0001157647;"Western New England Bancorp, Inc.";WNEB;True
0001157758;"ATC Ventures Group, Inc.";;True
0001157762;CHINA AUTOMOTIVE SYSTEMS INC;;True
0001157780;OPNEXT INC;;True
0001157806;ENCANA CORP;;False
0001157817;"SITO MOBILE, LTD.";;True
0001157850;"SPRINGFIELD COMPANY, INC.";;False
0001157987;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1;;False
0001158114;"APPLIED OPTOELECTRONICS, INC.";AAOI;True
0001158172;"COMSCORE, INC.";SCOR;True
0001158201;LEXICON UNITED INC;;False
0001158223;AFFYMAX INC;;True
0001158324;"COGENT COMMUNICATIONS HOLDINGS, INC.";CCOI;True
0001158387;VISCOUNT SYSTEMS INC;;False
0001158419;SPEEDEMISSIONS INC;;False
0001158420;Green Giant Inc.;;True
0001158449;ADVANCE AUTO PARTS INC;AAP;True
0001158463;JETBLUE AIRWAYS CORP;JBLU;True
0001158659;PSEG POWER LLC;;False
0001158694;EFACTOR GROUP CORP.;;False
0001158722;"DIGUANG INTERNATIONAL DEVELOPMENT CO., LTD.";;False
0001158780;Pluri Inc.;PLUR;True
0001158863;"WAGEWORKS, INC.";;True
0001158895;LEMAITRE VASCULAR INC;LMAT;True
0001159019;Tribute Pharmaceuticals Canada Inc.;;False
0001159036;"HALOZYME THERAPEUTICS, INC.";HALO;True
0001159154;REPUBLIC AIRWAYS HOLDINGS INC;;False
0001159167;IROBOT CORP;;True
0001159275;KIWA BIO-TECH PRODUCTS GROUP CORP;;False
0001159281;AlerisLife Inc.;;True
0001159297;MEADWESTVACO Corp;;True
0001159408;FORD CREDIT FLOORPLAN MASTER OWNER TRUST A;;False
0001159427;SOUTHERN COMMUNITY FINANCIAL CORP;;True
0001159464;"VAULT AMERICA, INC.";;False
0001159999;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER QWS- 1;;False
0001160084;LOCATEPLUS HOLDINGS CORP;;False
0001160142;"InterMetro Communications, Inc.";;False
0001160164;Biomass Secure Power Inc;;False
0001160165;"ShengdaTech, Inc.";;True
0001160294;HERBST GAMING INC;;False
0001160308;Savara Inc;SVRA;True
0001160479;Environmental Infrastructure Holdings Corp;;False
0001160661;SOUTHERN POWER CO;;False
0001160791;GOLD RESOURCE CORP;GORO;True
0001160798;"C2E ENERGY, INC.";;False
0001160858;TRUE RELIGION APPAREL INC;;True
0001160865;MERRILL LYNCH DEPOSITOR PREFERREDPLUS TRUST SERIES CTR 1;;False
0001160945;NOVA STAR INNOVATIONS INC;;False
0001160951;"DUCK CREEK TECHNOLOGIES, INC.";;True
0001160958;INPHI Corp;;True
0001161049;WESTERN PLAINS ENERGY LLC;;False
0001161154;"Energy Transfer Operating, L.P.";;True
0001161315;YODLEE INC;;True
0001161364;MEDIACOM BROADBAND LLC;;False
0001161366;MEDIACOM BROADBAND CORP;;False
0001161550;"OmniaLuo, Inc.";;False
0001161582;"GROWLIFE, INC.";;False
0001161706;COMPETITIVE COMPANIES INC;;False
0001161728;MGE ENERGY INC;MGEE;True
0001161924;"MiddleBrook Pharmaceuticals, Inc.";;False
0001161976;"TALEN ENERGY SUPPLY, LLC";;False
0001162000;"OneBeacon U.S. Holdings, Inc.";;False
0001162112;"RigNet, Inc.";;True
0001162194;STANDARD BIOTOOLS INC.;LAB;True
0001162245;FPB BANCORP INC;;True
0001162283;MORGAN GROUP HOLDING CO;MGHL;False
0001162315;AMBASSADORS GROUP INC;;True
0001162324;URANERZ ENERGY CORP.;;True
0001162387;"CAPITAL ONE FUNDING, LLC";;False
0001162461;CUTERA INC;;True
0001162556;DOVER DOWNS GAMING & ENTERTAINMENT INC;;True
0001162638;CNB BANCORP INC/VA;;False
0001162747;"Puda Coal, Inc.";;True
0001162816;"NEAH POWER SYSTEMS, INC.";;False
0001162862;"Wonder Auto Technology, Inc";;True
0001162896;"Creek Road Miners, Inc.";PROP;True
0001162898;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES LMG-2;;False
0001163003;"MAGNUS INTERNATIONAL RESOURCES, INC.";;False
0001163165;CONOCOPHILLIPS;COP;True
0001163199;FNB BANCORP/CA/;;True
0001163300;MABWE MINERALS INC.;;False
0001163302;UNITED STATES STEEL CORP;;True
0001163321;CAPITAL ONE MULTI ASSET EXECUTION TRUST;;False
0001163332;VERTICAL HEALTH SOLUTIONS INC;;False
0001163348;"Allied World Assurance Co Holdings, AG";;True
0001163370;NORTHRIM BANCORP INC;NRIM;True
0001163389;NEW PEOPLES BANKSHARES INC;NWPP;False
0001163406;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ALL-1;;False
0001163519;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES QWS-2;;False
0001163573;"ProText Mobility, Inc.";;False
0001163609;SOUTH DAKOTA SOYBEAN PROCESSORS LLC;SDSYA;False
0001163612;PACIFIC VEGAS GLOBAL STRATEGIES INC;;False
0001163668;"SOUTH PLAINS FINANCIAL, INC.";SPFI;True
0001163698;SOUNDBITE COMMUNICATIONS INC;;True
0001163732;VIRIDAX CORP;;False
0001163739;NABORS INDUSTRIES LTD;NBRWF;True
0001163932;ACTIVE NETWORK INC;;True
0001163958;MEDICAL STAFFING NETWORK HOLDINGS INC;;False
0001163966;"GS ENVIROSERVICES, INC.";;False
0001164012;CN Dragon Corp;;False
0001164191;"AMERICAN DOCTORS ONLINE, INC.";;False
0001164246;G REIT Liquidating Trust;;False
0001164255;INTERFACE SECURITY SYSTEMS HOLDINGS INC;;False
0001164256;"DAYBREAK OIL & GAS, INC.";;False
0001164552;"Green Energy Management Services Holdings, Inc.";;False
0001164727;NEWMONT Corp /DE/;NEMCL;True
0001164863;"ENPRO INDUSTRIES, INC";NPO;True
0001164888;"Kyto Technology & Life Science, Inc.";;False
0001164964;Global Future City Holding Inc.;;False
0001165002;WESTWOOD HOLDINGS GROUP INC;WHG;True
0001165006;SOLANEX MANAGEMENT INC;;False
0001165231;"PROCERA NETWORKS, INC.";;True
0001165320;GB SCIENCES INC;;False
0001165336;"NX Global, Inc";;False
0001165639;EARTH LIFE SCIENCES INC;;False
0001165880;MONTPELIER RE HOLDINGS LTD;;True
0001165921;LAW ENFORCEMENT ASSOCIATES CORP;;False
0001166003;"XPO, Inc.";XPO;True
0001166036;MARKWEST ENERGY PARTNERS L P;;True
0001166126;J C PENNEY CO INC;;True
0001166220;"LYRIS, INC.";;False
0001166291;PINNACLE AIRLINES CORP;;True
0001166338;IRELAND INC.;;False
0001166365;PAPERWEIGHT DEVELOPMENT CORP;;False
0001166380;"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE, INC.";;True
0001166388;VERINT SYSTEMS INC;;True
0001166389;CHINA AGRITECH INC;;True
0001166568;ALION SCIENCE & TECHNOLOGY CORP;;False
0001166691;COMCAST CORP;CCZ;True
0001166708;"Brownie's Marine Group, Inc";BWMG;False
0001166789;LIN TV CORP.;;False
0001166802;MS STRUCTURED SATURNS SERIES 2002-4;;False
0001166847;DELTA OIL & GAS INC;;False
0001166928;WEST BANCORPORATION INC;WTBA;True
0001167178;"A123 SYSTEMS, INC.";;True
0001167294;MERU NETWORKS INC;;True
0001167419;"Riot Platforms, Inc.";RIOT;True
0001167609;BRIGHTHOUSE LIFE INSURANCE Co OF NY;;False
0001167886;GOLDFIELDS INTERNATIONAL INC;;False
0001167887;ARGENTEX MINING CORP;;False
0001167888;MS STRUCTURED SATURNS SERIES 2002-3;;False
0001167905;"Amincor, Inc.";;False
0001168054;CIMAREX ENERGY CO;;True
0001168081;Desert Hawk Gold Corp.;;False
0001168165;CONSTELLATION ENERGY GENERATION LLC;;False
0001168195;SOURCEFIRE INC;;True
0001168197;LIPOSCIENCE INC;;True
0001168213;AEROPOSTALE INC;;True
0001168220;ULURU Inc.;;True
0001168325;FONU2 Inc.;;False
0001168338;CRUM & FORSTER HOLDINGS CORP;;False
0001168455;PLUMAS BANCORP;PLBC;True
0001168556;TIENS BIOTECH GROUP USA INC;;True
0001168663;AMANASU TECHNO HOLDINGS CORP;;False
0001168696;REGAL ENTERTAINMENT GROUP;;True
0001168738;ARTFEST INTERNATIONAL INC;;False
0001168938;GOLDSANDS DEVELOPMENT CO;;False
0001168960;BI-OPTIC VENTURES INC;;False
0001168990;"SUPERFUND GREEN, L.P.";;False
0001169055;Noble Finance Co;;False
0001169083;LEASE EQUITY APPRECIATION FUND I LP;;False
0001169245;PhaseBio Pharmaceuticals Inc;;True
0001169264;SYNIVERSE HOLDINGS INC;;True
0001169354;DAHUA INC;;False
0001169356;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ELP 1;;False
0001169424;PACIFIC STATE BANCORP;;False
0001169440;BALQON CORP.;;False
0001169445;COMPUTER PROGRAMS & SYSTEMS INC;TBRG;True
0001169561;COMMVAULT SYSTEMS INC;CVLT;True
0001169567;OXFORD TECHNOLOGIES INC;;False
0001169652;CHANNELADVISOR CORP;;True
0001169749;MORGAN STANLEY SMITH BARNEY CHARTER CAMPBELL LP;;False
0001169769;MONARCH COMMUNITY BANCORP INC;;True
0001169770;"BANC OF CALIFORNIA, INC.";BANC-PF;True
0001169987;"HTG MOLECULAR DIAGNOSTICS, INC";;True
0001169988;"BOINGO WIRELESS, INC.";;True
0001170010;CARMAX INC;KMX;True
0001170024;BEAR STEARNS DEPOSITOR INC TRUST CERTS SER 2002 1;;False
0001170154;GASTAR EXPLORATION LTD;;True
0001170304;BELROSE CAPITAL FUND LLC;;False
0001170380;HSBC PRIVATE LABEL CREDIT CARD MASTER NOTE TRUST (USA) I;;False
0001170534;MITEL NETWORKS CORP;;True
0001170593;PRIMUS GUARANTY LTD;;True
0001170650;MEDCO HEALTH SOLUTIONS INC;;True
0001170797;MEWBOURNE ENERGY PARTNERS 03-A LP;;False
0001170816;"EAU TECHNOLOGIES, INC.";;False
0001170833;COMMUNITY VALLEY BANCORP;;False
0001170991;DCT Industrial Trust Inc.;;True
0001171008;ADAMANT DRI PROCESSING & MINERALS GROUP;ADMG;False
0001171012;Uni-Pixel;;True
0001171014;COSI INC;;True
0001171032;BAKERS FOOTWEAR GROUP INC;;False
0001171040;FIRST NATIONAL FUNDING LLC;;False
0001171078;SILVER LEGACY CAPITAL CORP;;False
0001171079;CIRCUS & ELDORADO JOINT VENTURE;;False
0001171106;LEHMAN ABS CORP KINDER MORGAN DEBEN BACKED SER 2002-6;;False
0001171155;"RADIANT LOGISTICS, INC";RLGT;True
0001171162;COUNTRY FAIR INC;;False
0001171298;SOLTA MEDICAL INC;;True
0001171326;ENTREPRENEUR UNIVERSE BRIGHT GROUP;EUBG;False
0001171357;"United eSystems, Inc.";;False
0001171486;NATURAL RESOURCE PARTNERS LP;NRP;True
0001171500;PLATINUM UNDERWRITERS HOLDINGS LTD;;True
0001171529;TECHWELL INC;;False
0001171662;TRIPLE-S MANAGEMENT CORP;;True
0001171689;ASIA GLOBAL HOLDINGS CORP.;;False
0001171759;RED ROBIN GOURMET BURGERS INC;RRGB;True
0001171825;CIT GROUP INC;;True
0001171838;"Sundance Strategies, Inc.";SUND;False
0001172052;SAFETY INSURANCE GROUP INC;SAFT;True
0001172069;"P2 Solar, Inc.";PTOS;False
0001172097;JACKSONVILLE BANCORP INC;;False
0001172102;FIRST RELIANCE BANCSHARES INC;;False
0001172136;US GEOTHERMAL INC;;True
0001172139;BILL BARRETT CORP;;False
0001172178;LIBERTY STAR URANIUM & METALS CORP.;LBSR;False
0001172203;SYNIVERSE TECHNOLOGIES INC;;False
0001172222;HAWAIIAN HOLDINGS INC;;True
0001172229;BOTETOURT BANKSHARES INC;;False
0001172298;Petro River Oil Corp.;;False
0001172318;Asia Interactive Media Inc.;;False
0001172319;Home System Group;;False
0001172353;CENTRAL JERSEY BANCORP;;True
0001172358;"DORCHESTER MINERALS, L.P.";DMLP;True
0001172480;SANTARUS INC;;True
0001172631;"Sunworks, Inc.";;True
0001172635;New Media Lottery Services Inc;;False
0001172706;"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.";;False
0001172852;VCG HOLDING CORP;;True
0001172857;PFGI CAPITAL CORP;;False
0001173204;Cineverse Corp.;CNVS;True
0001173281;"NeuBase Therapeutics, Inc.";;True
0001173284;JACOBS ENTERTAINMENT INC;;False
0001173313;"ABVC BIOPHARMA, INC.";ABVC;True
0001173394;Hedge Fund Managers (Diversified) LLC;;False
0001173420;NOVAGOLD RESOURCES INC;NG;True
0001173431;TD AMERITRADE HOLDING CORP;;True
0001173489;CEVA INC;CEVA;True
0001173514;"HYSTER-YALE MATERIALS HANDLING, INC.";HY;True
0001173738;CDEX INC;;False
0001173752;"ARUBA NETWORKS, INC.";;True
0001173784;"CHINA HEALTH RESOURCE, INC.";;False
0001173911;ENBRIDGE ENERGY MANAGEMENT L L C;;True
0001174266;ENVIVIO INC;;True
0001174290;"2-Track Global, Inc.";;False
0001174527;CITADEL BROADCASTING CORP;;False
0001174559;LEHMAN ABS CORP NEWS AMERICA DEBENTURE BK SE 2002-9 CL A-1;;False
0001174672;"Boston Carriers, Inc.";;False
0001174741;CHINA PROPERTIES DEVELOPMENTS INC;;False
0001174746;INTERCONTINENTALEXCHANGE INC;;False
0001174814;SKY RESORT INTERNATIONAL Ltd;;False
0001174820;CENTER FINANCIAL CORP;;True
0001174821;CHASE ISSUANCE TRUST;;False
0001174850;NICOLET BANKSHARES INC;NIC;True
0001174872;MIDCAROLINA FINANCIAL CORP;;False
0001174891;"CalEthos, Inc.";GEDC;False
0001174907;"Black Sea Metals, Inc.";;False
0001174922;WYNN RESORTS LTD;WYNN;True
0001174923;LEHMAN ABS CORP CORP BACK TR AIG DEBENTURE BCK SER 2002 10;;False
0001174940;ORAGENICS INC;OGEN;True
0001175028;ATLAS AMERICA PUBLIC #11-2002 LTD.;;False
0001175029;NORTH STATE BANCORP;;False
0001175108;ROTECH HEALTHCARE INC;;False
0001175151;Cytosorbents Corp;CTSO;True
0001175209;MS STRUCTURED SATURNS SERIES 2002-7;;False
0001175215;CELLCO PARTNERSHIP;;False
0001175416;STERLING GROUP VENTURES INC;;False
0001175442;EZTD Inc;;False
0001175445;"Hawk Systems, Inc.";;False
0001175454;FLEETCOR TECHNOLOGIES INC;CPAY;True
0001175483;Drive Shack Inc.;;True
0001175501;ASSURANCE GROUP INC.;;False
0001175505;"FIVE PRIME THERAPEUTICS, INC.";;True
0001175535;Whitestone REIT;WSR;True
0001175609;"CAVIUM, INC.";;True
0001175680;CytoDyn Inc.;CYDY;False
0001175757;"DIVERSEY, INC.";;False
0001175834;LEHMAN ABS CORP MOTOROLA DEBENTURE BACKED SERIES 2002 12;;False
0001176231;"SHAKA SHOES, INC.";;False
0001176236;KRONOS INTERNATIONAL INC;;False
0001176309;ORAMED PHARMACEUTICALS INC.;ORMP;True
0001176316;ACCESS NATIONAL CORP;;True
0001176325;Skinny Nutritional Corp.;;False
0001176334;MARTIN MIDSTREAM PARTNERS L.P.;MMLP;True
0001176337;RIVAL TECHNOLOGIES INC;;False
0001176373;TIER REIT INC;;True
0001176948;Ares Management Corp;ARES-PB;True
0001177070;MOUNTAIN NATIONAL BANCSHARES INC;;False
0001177135;ST JOSEPH INC;;False
0001177274;Rodobo International Inc;;False
0001177314;NORTHERN GROWERS LLC;;False
0001177394;TD SYNNEX CORP;SNX;True
0001177609;"FIVE BELOW, INC";FIVE;True
0001177648;ENANTA PHARMACEUTICALS INC;ENTA;True
0001177702;SAIA INC;SAIA;True
0001177845;XPLORE TECHNOLOGIES CORP;;True
0001177918;LEHMAN ABS CORP CORPORATE BACKED TRUST CERTS 2002-14;;False
0001178049;USAA ACCEPTANCE LLC;;False
0001178104;DEXTERA SURGICAL INC;;True
0001178132;NNN 2002 VALUE FUND LLC;;False
0001178253;SCYNEXIS INC;SCYX;True
0001178336;Hoku Corp;;True
0001178377;EMARINE GLOBAL INC.;;False
0001178405;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES VER-1;;False
0001178409;TIDELANDS BANCSHARES INC;;True
0001178552;"BODISEN BIOTECH, INC";;False
0001178575;K-SEA TRANSPORTATION PARTNERS LP;;True
0001178670;"ALNYLAM PHARMACEUTICALS, INC.";ALNY;True
0001178672;STRATECO RESOURCES INC;;False
0001178697;SONIM TECHNOLOGIES INC;SONM;True
0001178711;"Paratek Pharmaceuticals, Inc.";;True
0001178727;COMSovereign Holding Corp.;;True
0001178862;"BERKSHIRE INCOME REALTY, INC.";;False
0001178879;"AMICUS THERAPEUTICS, INC.";FOLD;True
0001178916;LEHMAN ABS CORP CORPORATE BACKED TRUST CERTS 2002-16;;False
0001178970;PROVIDENT FINANCIAL SERVICES INC;PFS;True
0001179060;"EnLink Midstream Partners, LP";;True
0001179090;"Bonds.com Group, Inc.";;False
0001179351;Behringer Harvard Short-Term Liquidating Trust;;False
0001179352;Behringer Harvard Mid-Term Value Enhancement Liquidating Trust;;False
0001179484;COMDISCO HOLDING CO INC;;False
0001179500;COMMUNITY FIRST INC;;False
0001179755;ENDURANCE SPECIALTY HOLDINGS LTD;;True
0001179929;"MOLINA HEALTHCARE, INC.";MOH;True
0001180079;SILVER SPRING NETWORKS INC;;True
0001180145;Cardiovascular Systems Inc;;True
0001180262;HERBALIFE NUTRITION LTD.;HLF;True
0001180571;CEF EQUIPMENT HOLDING LLC;;False
0001180638;WYNN LAS VEGAS LLC;;False
0001180743;"CERAGENIX PHARMACEUTICALS, INC.";;False
0001181001;ALLIANCE BANKSHARES CORP;;True
0001181749;"Granite Falls Energy, LLC";;False
0001182011;FORCE FUELS INC.;;False
0001182129;AUXILIUM PHARMACEUTICALS INC;;True
0001182325;TANGOE INC;;True
0001182534;"VOLKSWAGEN AUTO LEASE/LOAN UNDERWRITTEN FUNDING, LLC";;False
0001182731;ConneXionONE Corp.;;False
0001182737;DAKOTA TERRITORY RESOURCE CORP;;False
0001183082;GENESIS FINANCIAL INC;;False
0001183186;NATIONAL FINANCIAL PARTNERS CORP;;True
0001183276;"SKY PETROLEUM, INC.";;False
0001183765;"Molecular Templates, Inc.";;True
0001183941;ACTIVIDENTITY CORP;;True
0001185198;AEI INCOME & GROWTH FUND 25 LLC;;False
0001185348;PRA GROUP INC;PRAA;True
0001186258;ATEL CAPITAL EQUIPMENT FUND X LLC;;False
0001186362;EXOPACK HOLDING CORP;;False
0001187449;CNK Global Inc.;;False
0001187953;"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.";CELZ;True
0001188382;WACHOVIA PREFERRED FUNDING CORP;;False
0001189396;SOMERSET HILLS BANCORP;;True
0001190370;INNOVATIVE DESIGNS INC;IVDN;False
0001191334;CHUN CAN CAPITAL GROUP;;False
0001191354;"Paradigm Oil & Gas, Inc.";;False
0001191357;Molecular Pharmacology (USA) Ltd.;;False
0001191359;ARKANOVA ENERGY CORP.;;False
0001191857;MOD PAC CORP;;True
0001192069;"PPJ ENTERPRISE, INC.";;False
0001192305;LECG CORP;;True
0001192448;GLAUKOS Corp;GKOS;True
0001192494;ANTICUS INTERNATIONAL CORP;;False
0001193311;ONCOR ELECTRIC DELIVERY CO LLC;;False
0001195116;"Arno Therapeutics, Inc";;False
0001195542;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES UPC 1;;False
0001195734;POTBELLY CORP;;True
0001195933;INFINITY PROPERTY & CASUALTY CORP;;True
0001196298;NEPHROS INC;NEPH;True
0001196501;HMS HOLDINGS CORP;;True
0001196707;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES FAR-1;;False
0001198415;"Altegris Winton Futures Fund, L.P.";;False
0001200375;"CODEXIS, INC.";CDXS;True
0001200408;LEHMAN ABS CORP CORP BACKED TRUST CERTS SER 02 17 CLASS A1;;False
0001200528;Lyynks Inc.;;False
0001201135;CREDIT ONE FINANCIAL INC;;False
0001201478;MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES GEC 1;;False
0001201663;AUDIENCE INC;;True
0001201792;AMERICAN PUBLIC EDUCATION INC;APEI;True
0001202157;BROOKFIELD HOMES CORP;;False
0001202273;GOLFSMITH INTERNATIONAL HOLDINGS INC;;True
0001202500;BRISTOL MYERS SQUIBB DEBENTURE BACKED SERIES 2002-18;;False
0001203900;CHINA EDUCATION ALLIANCE INC.;;True
0001203957;BIONOVO INC;;True
0001204560;"MPG Office Trust, Inc.";;True
0001205181;"Grapefruit USA, Inc";;False
0001205332;"Crown City Pictures, INC.";;False
0001205727;"CBEYOND, INC.";;True
0001205922;"VACCINEX, INC.";VCNX;True
0001206133;"Seaniemac International, Ltd.";;False
0001206264;"TEMPUR SEALY INTERNATIONAL, INC.";SGI;True
0001206401;WELLS REAL ESTATE FUND XIV LP;;False
0001206942;GOLDEN GRAIN ENERGY;;False
0001207074;VIRTUSA CORP;;True
0001208208;"DIGITALGLOBE, INC.";;True
0001208261;IMMUNE PHARMACEUTICALS INC;;True
0001208790;"China Energy Recovery, Inc.";;False
0001209028;Arlington Asset Investment Corp.;;True
0001209709;CERES TACTICAL SYSTEMATIC L.P.;;False
0001209821;CROSSTEX ENERGY INC;;True
0001210227;BNC BANCORP;;True
0001210294;CRAILAR TECHNOLOGIES INC;;False
0001210536;"GAZOO ENERGY GROUP, INC.";;False
0001210618;"SPI Energy Co., Ltd.";;True
0001210677;FIRST ADVANTAGE CORP;FA;True
0001210708;"Hudson Global, Inc.";STRRP;True
0001211211;Median Group Inc;;False
0001211351;"RTW Retailwinds, Inc.";;True
0001211524;ALLIED RESOURCES INC;;False
0001211526;MAYFAIR MINING & MINERALS INC;;False
0001211583;FENNEC PHARMACEUTICALS INC.;FENC;True
0001211731;STRUCTURED PRODUCTS CORP CORTS TRUST FOR GE CAP CORP;;False
0001211759;CONNECTURE INC;;True
0001211805;"My Size, Inc.";MYSZ;True
0001212458;PROOFPOINT INC;;True
0001212545;WESTERN ALLIANCE BANCORPORATION;WAL-PA;True
0001212641;BRINX RESOURCES LTD;;False
0001213037;"Cardiff Oncology, Inc.";CRDF;True
0001213106;Jetblack Corp;;False
0001213336;RBS GLOBAL INC;;False
0001213660;BIMI International Medical Inc.;;True
0001213662;ALLEGHENY BANCSHARES INC;;False
0001213788;Chaolei Marketing & Finance Co.;;False
0001213809;DYADIC INTERNATIONAL INC;DYAI;True
0001214605;"BONANZA OIL & GAS, INC.";;False
0001214816;AXIS CAPITAL HOLDINGS LTD;AXS-PE;True
0001216596;NORTEK INC;;True
0001216752;PIONEER FINANCIAL SERVICES INC;;False
0001216774;SUPERIOR OIL & GAS CO;;False
0001217013;LEHMAN ABS CORP DUKE CAPITAL NOTE BACKED SERIES 2003-3;;False
0001217027;STELLAR RESOURCES LTD;;False
0001217035;MERRILL LYNCH DEPOSITOR INC PPLUS TRUST SERIES VAL 1;;False
0001217234;"CareDx, Inc.";CDNA;True
0001218683;Mawson Infrastructure Group Inc.;MIGI;True
0001219088;LEHMAN ABS CORP HSBC DEBENTURE BACKED SERIES 2003-4;;False
0001219097;"Enable Holdings, Inc.";;False
0001219122;MERRILL LYNCH DEPOSITOR INC PPLUS TRUST SERIES GSG 1;;False
0001219210;"IKANOS COMMUNICATIONS, INC.";;True
0001219601;CROWN HOLDINGS INC;CCK;True
0001220379;Noble Innovations Inc;;False
0001220606;ICON INCOME FUND TEN LLC;;False
0001220700;STRUCTURED PRODUCTS CORP CORTS TRUST IV FOR AON CAPITAL A;;False
0001220754;ModivCare Inc;;True
0001221354;MARCO COMMUNITY BANCORP INC;;False
0001221483;CAPITALSOUTH PARTNERS FUND II LP;;False
0001221548;BEESTON ENTERPRISES LTD;;False
0001221554;3Power Energy Group Inc.;;False
0001221684;CORTS TRUST FOR THE DOW CHEMICAL CO DEBENTURES;;False
0001221749;"RegenoCELL Therapeutics, Inc.";;False
0001221757;MERRILL LYNCH DEPOSITOR INC PPLUS TRUST SERIES FMC-1;;False
0001222218;"MOPALS.COM, INC.";;False
0001222244;ProUroCare Medical Inc.;;False
0001222333;SPDR GOLD TRUST;GLD;False
0001222497;MAINE & MARITIMES CORP;;True
0001222521;CORTS TRUST II FOR FORD NOTES;;False
0001222584;LEHMAN ABS CORP FORD MOTOR CO NOTE BACKED SER 2003-6;;False
0001222792;"VIBE RECORDS, INC. NEVADA";;False
0001222840;"RETAIL PROPERTIES OF AMERICA, INC.";;True
0001222915;JEFFERSON BANCSHARES INC;;True
0001223037;STAR GAS FINANCE CO;;False
0001223112;ADA-ES INC;;False
0001223389;CONNS INC;;True
0001223444;STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1;;False
0001223533;"Frelii, Inc.";;False
0001223550;BEKEM METALS INC;;False
0001223659;LEHMAN ABS CORP BOEING NOTE BACKED SERIES 2003 7;;False
0001223786;"NuStar GP Holdings, LLC";;True
0001223862;INFOBLOX INC;;True
0001224006;"HITOR GROUP, INC.";;False
0001224133;MARCHEX INC;MCHX;True
0001224157;WACHOVIA ASSET SECURITIZATION INC AST BACK NTS SER 2003-HE1;;False
0001224370;"MINDSPEED TECHNOLOGIES, INC";;True
0001224608;"CNO Financial Group, Inc.";CNO-PA;True
0001224950;PDC 2002 B LTD PARTNERSHIP;;False
0001224951;PDC 2002 C LTD PARTNERSHIP;;False
0001224952;PDC 2002 D LTD PARTNERSHIP;;False
0001225307;IBM CREDIT LLC;;False
0001225874;VSB BANCORP INC;;True
0001226006;RFS HOLDING LLC;;False
0001226308;"DTS, INC.";;True
0001226616;MEDICINOVA INC;MNOV;True
0001227025;NEOPHOTONICS CORP;;True
0001227090;STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2;;False
0001227265;CERES ORION L.P.;;False
0001227268;Managed Futures Premier Energy Fund L.P. II;;False
0001227500;EQUITY BANCSHARES INC;EQBK;True
0001227636;"Neuronetics, Inc.";STIM;True
